entrezgene	hgnc_symbol	ensembl_gene_id	chromosome_name	band	geneLength	gcContent
8409	UXT	ENSG00000126756	X	p11.23	842	0.481031483627431
81318	OR4A5	ENSG00000221840	11	q11	1071	0.421101774042951
339906	PRSS42	ENSG00000178055	3	p21.31	995	0.580467290755431
55892	MYNN	ENSG00000085274	3	q26.2	5496	0.40100966324125
117194	MRGPRX2	ENSG00000183695	11	p15.1	2035	0.469839660001932
730094	730094	ENSG00000185716	16	p12.2	5193	0.471879213912557
283481	FGF14-AS2	ENSG00000272143	13	q33.1	1128	0.522163120567376
128387	TATDN3	ENSG00000203705	1	q32.3	2694	0.445519273568143
100507470	GRID1-AS1	ENSG00000234942	10	q23.1	2102	0.473856188731318
388512	CLEC17A	ENSG00000187912	19	p13.12	2225	0.553613534339254
643866	CBLN3	ENSG00000139899	14	q12	2344	0.594303554909279
9229	DLGAP1	ENSG00000170579	18	p11.31	8899	0.480733011857058
22809	22809	ENSG00000169136	19	q13.33	2375	0.611638255895738
100616483	100616483	ENSG00000169136	19	q13.33	74	0.675675675675676
2589	GALNT1	ENSG00000141429	18	q12.2	4675	0.425221033415543
138009	DCAF4L2	ENSG00000176566	8	q21.3	3326	0.419122068550812
146547	PRSS36	ENSG00000178226	16	p11.2	2912	0.651435919939067
11157	LSM6	ENSG00000164167	4	q31.22	1413	0.446372103410706
656	BMP8B	ENSG00000116985	1	p34.2	4094	0.615195542617275
699	BUB1	ENSG00000169679	2	q13	4216	0.423797720814317
57333	RCN3	ENSG00000142552	19	q13.33	1854	0.625564672252527
58491	ZNF71	ENSG00000197951	19	q13.43	3127	0.639207334251752
121551	BTBD11	ENSG00000151136	12	q23.3	7659	0.539758464854523
6363	CCL19	ENSG00000172724	9	p13.3	684	0.58409134633527
152742	LINC01085	ENSG00000248698	4	p15.33	2342	0.442372947902518
407738	FAM19A1	ENSG00000183662	3	p14.1	2616	0.451845915061894
28971	AAMDC	ENSG00000087884	11	q14.1	1159	0.51314197400358
253962	CACNA1G-AS1	ENSG00000250107	17	q21.33	1433	0.60468774822163
9540	TP53I3	ENSG00000115129	2	p23.3	2034	0.549776685085218
5015	OTX2	ENSG00000165588	14	q22.3	2447	0.501205007552385
347411	MPC1L	ENSG00000238205	X	p11.4	571	0.555166374781086
353189	SLCO4C1	ENSG00000173930	5	q21.1	5332	0.405004627104673
8813	DPM1	ENSG00000000419	20	q13.13	1069	0.38133593525844
645402	USP17L4	ENSG00000236125	8	p23.1	1593	0.513496547394853
89970	RSPRY1	ENSG00000159579	16	q13	2929	0.448400017501703
26999	CYFIP2	ENSG00000055163	5	q33.3	7191	0.536254822909194
136371	ASB10	ENSG00000146926	7	q36.1	2315	0.642486464228274
10656	KHDRBS3	ENSG00000131773	8	q24.23	2087	0.486285604350996
3984	LIMK1	ENSG00000106683	7	q11.23	5930	0.610804639168748
1816	DRD5	ENSG00000169676	4	p16.1	2376	0.585858585858586
3732	CD82	ENSG00000085117	11	p11.2	1691	0.607927908655782
200403	VWA3B	ENSG00000168658	2	q11.2	7138	0.474002065046958
80013	FAM188A	ENSG00000148481	10	p13	2375	0.409910387210647
125144	LRRC75A-AS1	ENSG00000175061	17	p11.2	2514	0.530251200031704
11166	SOX21	ENSG00000125285	13	q32.1	2511	0.53405017921147
506	ATP5B	ENSG00000110955	12	q13.3	1843	0.508348917094378
164127	CCDC185	ENSG00000178395	1	q41	2098	0.632983794089609
1427	CRYGS	ENSG00000213139	3	q27.3	1153	0.457219667839758
4051	CYP4F3	ENSG00000186529	19	p13.12	3360	0.551225667507412
5537	PPP6C	ENSG00000119414	9	q33.3	4350	0.421838978583231
342184	FMN1	ENSG00000248905	15	q13.3	17179	0.453699072123242
8601	RGS20	ENSG00000147509	8	q11.23	2733	0.538675406487704
9202	ZMYM4	ENSG00000146463	1	p34.3	7238	0.430363772380052
5545	PRB4	ENSG00000230657	12	p13.2	1014	0.456143948860092
83549	UCK1	ENSG00000130717	9	q34.13	2280	0.574235527378793
6191	RPS4X	ENSG00000198034	X	q13.1	1527	0.492698934610634
27124	INPP5J	ENSG00000185133	22	q12.2	4726	0.586147118810063
113	ADCY7	ENSG00000121281	16	q12.1	6251	0.594299159889271
344561	GPR148	ENSG00000173302	2	q21.1	1267	0.574585635359116
389799	CFAP77	ENSG00000188523	9	q34.13	1789	0.579922023247467
25	ABL1	ENSG00000097007	9	q34.12	5963	0.536196664165795
4123	4123	ENSG00000140400	15	q24.2	3675	0.608580307415912
693216	693216	ENSG00000140400	15	q24.2	75	0.613333333333333
6916	TBXAS1	ENSG00000059377	7	q34	4098	0.518668534761336
114294	LACTB	ENSG00000103642	15	q22.2	2149	0.454047336549083
9330	GTF3C3	ENSG00000119041	2	q33.1	6067	0.408748657515871
152404	IGSF11	ENSG00000144847	3	q13.32	3861	0.512941909286688
669	BPGM	ENSG00000172331	7	q33	2105	0.487222702572862
100874236	COL18A1-AS2	ENSG00000224574	21	q22.3	552	0.532775295694698
10127	ZNF263	ENSG00000006194	16	p13.3	3369	0.563946624602981
56129	PCDHB7	ENSG00000113212	5	q31.3	3715	0.475908479138627
8968	HIST1H3F	ENSG00000277775	6	p22.2	466	0.59656652360515
254263	CNIH2	ENSG00000174871	11	q13.2	1382	0.599882505647464
51479	ANKFY1	ENSG00000185722	17	p13.2	9180	0.540991640549723
401507	FAM74A1	ENSG00000215112	9	p12	1790	0.430248902365836
3827	KNG1	ENSG00000113889	3	q27.3	3433	0.455829534054139
8744	TNFSF9	ENSG00000125657	19	p13.3	1665	0.616185071073798
401992	OR2T2	ENSG00000196240	1	q44	975	0.529230769230769
22900	CARD8	ENSG00000105483	19	q13.33	9247	0.479568157906334
51259	TMEM216	ENSG00000187049	11	q12.2	1320	0.514167372092076
387978	LINC01551	ENSG00000186960	14	q12	3730	0.494682803517528
283876	LINC00921	ENSG00000281005	16	p13.3	2442	0.512711331409125
27242	TNFRSF21	ENSG00000146072	6	p12.3	3634	0.55960065840674
260425	MAGI3	ENSG00000081026	1	p13.2	7377	0.464984959568379
8260	NAA10	ENSG00000102030	X	q28	2102	0.579446887944902
8835	SOCS2	ENSG00000120833	12	q22	5606	0.628313766968043
11279	KLF8	ENSG00000102349	X	p11.21	9054	0.444610758860617
8732	RNGTT	ENSG00000111880	6	q15	4822	0.409902082063203
124221	PRSS30P	ENSG00000172460	16	p13.3	771	0.625926368578598
80206	FHOD3	ENSG00000134775	18	q12.2	7939	0.514112951874302
5549	PRELP	ENSG00000188783	1	q32.1	5819	0.559185278993016
9033	PKD2L1	ENSG00000107593	10	q24.31	3073	0.53010212898727
100507334	100507334	ENSG00000261760	2	q13	881	0.524341763750565
56123	PCDHB13	ENSG00000187372	5	q31.3	3485	0.490100430416069
5993	RFX5	ENSG00000143390	1	q21.3	3618	0.524731889947495
116966	WDR17	ENSG00000150627	4	q34.2	7549	0.416561383844374
1429	CRYZ	ENSG00000116791	1	p31.1	2303	0.434839844343204
4647	MYO7A	ENSG00000137474	11	q13.5	8987	0.581873247668059
55748	CNDP2	ENSG00000133313	18	q22.3	5367	0.566084744430626
7265	TTC1	ENSG00000113312	5	q33.3	1407	0.430066766613506
644019	CBWD7	ENSG00000215126	9	p11.2	2359	0.40659174691176
375593	TRIM73	ENSG00000178809	7	q11.23	1970	0.604896695893071
23607	CD2AP	ENSG00000198087	6	p12.3	5409	0.416403653228774
10189	ALYREF	ENSG00000183684	17	q25.3	1097	0.580487297134507
57727	NCOA5	ENSG00000124160	20	q13.12	3729	0.529560760792899
1456	CSNK1G3	ENSG00000151292	5	q23.2	4738	0.418949720395295
2596	GAP43	ENSG00000172020	3	q13.31	2104	0.48091212246315
25988	HINFP	ENSG00000172273	11	q23.3	3693	0.547598920748879
23339	VPS39	ENSG00000166887	15	q15.1	5978	0.487416870155857
84217	ZMYND12	ENSG00000066185	1	p34.2	1774	0.466548492404104
112574	SNX18	ENSG00000178996	5	q11.2	6654	0.459628535228624
7296	TXNRD1	ENSG00000198431	12	q23.3	6758	0.477920414533649
79026	AHNAK	ENSG00000124942	11	q12.3	19265	0.595992344349627
3263	HPX	ENSG00000110169	11	p15.4	2179	0.551166738952912
64787	EPS8L2	ENSG00000177106	11	p15.5	4612	0.665413394739032
440822	PIWIL3	ENSG00000184571	22	q11.23	3801	0.443493142656014
4703	NEB	ENSG00000183091	2	q23.3	29429	0.447516453875733
9880	ZBTB39	ENSG00000166860	12	q13.3	6238	0.653973963455433
7328	UBE2H	ENSG00000186591	7	q32.2	5161	0.452880679893366
347689	SOX2-OT	ENSG00000242808	3	q26.33	4083	0.405023119213611
439996	IFIT1B	ENSG00000204010	10	q23.31	1972	0.453418124006359
389643	NUGGC	ENSG00000189233	8	p21.1	3887	0.488579398037509
5378	PMS1	ENSG00000064933	2	q32.2	3826	0.380474798426327
100129726	LINC01126	ENSG00000279873	2	p21	1645	0.565957446808511
65008	MRPL1	ENSG00000169288	4	q21.1	1359	0.393762317192494
163859	SDE2	ENSG00000143751	1	q42.12	4009	0.501533814743404
6426	SRSF1	ENSG00000136450	17	q22	5643	0.545539025561999
83460	EMC6	ENSG00000127774	17	p13.2	788	0.618367001057245
2674	GFRA1	ENSG00000151892	10	q25.3	9595	0.511246332744311
5915	RARB	ENSG00000077092	3	p24.2	3375	0.476908154244233
23305	ACSL6	ENSG00000164398	5	q31.1	8980	0.493833926954806
7780	SLC30A2	ENSG00000158014	1	p36.11	2473	0.595415559854935
5613	PRKX	ENSG00000183943	X	p22.33	6084	0.537651312623398
22977	AKR7A3	ENSG00000162482	1	p36.13	1241	0.600845037726873
23062	GGA2	ENSG00000103365	16	p12.2	6113	0.535293559185915
84293	FAM213A	ENSG00000122378	10	q23.1	2400	0.53220393494029
91392	ZNF502	ENSG00000196653	3	p21.31	3273	0.476218626402198
344022	NOTO	ENSG00000214513	2	p13.2	1448	0.586914119741015
51564	HDAC7	ENSG00000061273	12	q13.11	4588	0.627711804979747
51802	ASIC5	ENSG00000256394	4	q32.1	1692	0.40025623313534
85320	ABCC11	ENSG00000121270	16	q12.1	5038	0.515738181623772
151188	ARL6IP6	ENSG00000177917	2	q23.3	3324	0.440832544083815
23539	SLC16A8	ENSG00000100156	22	q13.1	1896	0.679553981943153
8000	PSCA	ENSG00000167653	8	q24.3	1284	0.616114921163953
93517	SDR42E1	ENSG00000184860	16	q23.3	2775	0.517909326039739
1806	DPYD	ENSG00000188641	1	p21.3	5729	0.441968686618401
116986	AGAP2	ENSG00000135439	12	q14.1	6088	0.58326657721758
158787	RIBC1	ENSG00000158423	X	p11.22	2761	0.520603951734799
3860	KRT13	ENSG00000171401	17	q21.2	1864	0.565540268326067
116985	ARAP1	ENSG00000186635	11	q13.4	7084	0.603835928329182
8345	HIST1H2BH	ENSG00000275713	6	p22.2	425	0.569411764705882
344905	ATP13A5	ENSG00000187527	3	q29	3657	0.45691407224569
51599	LSR	ENSG00000105699	19	q13.12	2278	0.611933665987838
56126	PCDHB10	ENSG00000120324	5	q31.3	3262	0.485591661557327
54939	COMMD4	ENSG00000140365	15	q24.2	1740	0.585586042552948
54947	LPCAT2	ENSG00000087253	16	q12.2	6173	0.424720664287467
283871	PGP	ENSG00000184207	16	p13.3	3136	0.661808477147191
8629	JRK	ENSG00000234616	8	q24.3	9118	0.667485448590677
114907	FBXO32	ENSG00000156804	8	q24.13	6946	0.483438393211151
6707	SPRR3	ENSG00000163209	1	q21.3	986	0.5004283759043
9129	PRPF3	ENSG00000117360	1	q21.2	3205	0.48692117551458
84282	RNF135	ENSG00000181481	17	q11.2	2220	0.562406974338606
56257	MEPCE	ENSG00000146834	7	q22.1	3281	0.570576880776428
10611	PDLIM5	ENSG00000163110	4	q22.3	9765	0.458186633661275
10628	TXNIP	ENSG00000265972	1	q21.1	3173	0.459066201510046
9545	RAB3D	ENSG00000105514	19	p13.2	4273	0.609381207079043
440026	TMEM41B	ENSG00000166471	11	p15.4	4140	0.394473572670587
59084	ENPP5	ENSG00000112796	6	p21.1	3009	0.461474900799355
51249	TMEM69	ENSG00000159596	1	p34.1	1471	0.465975551326422
686	BTD	ENSG00000169814	3	p25.1	2710	0.481623155536309
5462	POU5F1B	ENSG00000212993	8	q24.21	1585	0.543217665615142
60468	BACH2	ENSG00000112182	6	q15	9609	0.519002807541031
9232	PTTG1	ENSG00000164611	5	q33.3	806	0.462079302995223
9589	WTAP	ENSG00000146457	6	q25.3	5758	0.46986898505854
164118	TTC24	ENSG00000187862	1	q22	2005	0.614172211671076
23369	PUM2	ENSG00000055917	2	p24.1	6351	0.46090306236545
406920	MIR130B	ENSG00000207751	22	q11.21	82	0.573170731707317
25998	IBTK	ENSG00000005700	6	q14.1	7344	0.390213085463509
8484	GALR3	ENSG00000128310	22	q13.1	1157	0.699968332255283
9124	PDLIM1	ENSG00000107438	10	q23.33	1580	0.529592887869745
645425	PRAMEF20	ENSG00000204478	1	p36.21	3194	0.521711381810247
1901	S1PR1	ENSG00000170989	1	p21.2	3050	0.553549431096671
50939	IMPG2	ENSG00000081148	3	q12.3	8875	0.446260465040459
164668	APOBEC3H	ENSG00000100298	22	q13.1	1143	0.497227874761365
6241	RRM2	ENSG00000171848	2	p25.1	3434	0.500576556182557
5745	PTH1R	ENSG00000160801	3	p21.31	2146	0.601520792175394
127841	LINC00628	ENSG00000280924	1	q32.1	1290	0.521705426356589
146167	SLC38A8	ENSG00000166558	16	q23.3	1308	0.599937791534297
6742	SSBP1	ENSG00000106028	7	q34	2281	0.420448489398793
8668	EIF3I	ENSG00000084623	1	p35.2	1919	0.528658906923823
126755	LRRC38	ENSG00000162494	1	p36.21	1908	0.610157052027383
9725	TMEM63A	ENSG00000196187	1	q42.12	4462	0.553291272214017
126003	TRAPPC5	ENSG00000181029	19	p13.2	850	0.707391937219163
3449	IFNA16	ENSG00000147885	9	p21.3	939	0.397231096911608
201292	TRIM65	ENSG00000141569	17	q25.1	3439	0.63959445577222
51082	POLR1D	ENSG00000186184	13	q12.2	3220	0.521986718809889
130576	LYPD6B	ENSG00000150556	2	q23.2	1709	0.494429878919292
5326	PLAGL2	ENSG00000126003	20	q11.21	5656	0.612567013503328
4091	SMAD6	ENSG00000137834	15	q22.31	3157	0.549599510422189
5858	PZP	ENSG00000126838	12	p13.31	5760	0.461425761518914
708	C1QBP	ENSG00000108561	17	p13.2	1163	0.489838151183076
182	JAG1	ENSG00000101384	20	p12.2	7041	0.529464947311563
131405	TRIM71	ENSG00000206557	3	p22.3	3138	0.622387566137566
9863	MAGI2	ENSG00000187391	7	q21.11	8346	0.488740982338549
8564	KMO	ENSG00000117009	1	q43	5742	0.395949833985361
56606	SLC2A9	ENSG00000109667	4	p16.1	3995	0.536825254723084
125972	CALR3	ENSG00000269058	19	p13.11	1292	0.467079222414845
121364	OR10A7	ENSG00000179919	12	q13.2	951	0.442691903259727
2978	GUCA1A	ENSG00000048545	6	p21.1	2275	0.556249834590821
128366	OR6P1	ENSG00000186440	1	q23.1	954	0.493710691823899
55349	CHDH	ENSG00000016391	3	p21.1	3706	0.612562409787886
58526	MID1IP1	ENSG00000165175	X	p11.4	2498	0.638588263588264
4762	NEUROG1	ENSG00000181965	5	q31.1	1668	0.601918465227818
81494	CFHR5	ENSG00000134389	1	q31.3	2828	0.391341073292448
54892	NCAPG2	ENSG00000146918	7	q36.3	6159	0.439228640683804
22797	TFEC	ENSG00000105967	7	q31.2	8163	0.378529719965793
344838	PAQR9	ENSG00000188582	3	q23	2105	0.528266033254157
6715	SRD5A1	ENSG00000145545	5	p15.31	2766	0.483402047135043
64434	NOM1	ENSG00000146909	7	q36.3	6077	0.474413082927367
145258	GSC	ENSG00000133937	14	q32.13	1189	0.660748945609503
6924	TCEB3	ENSG00000011007	1	p36.11	4943	0.513102945230671
162	AP1B1	ENSG00000100280	22	q12.2	6056	0.577221337573127
100631378	100631378	ENSG00000225868	19	q13.13	1715	0.46096485167084
2888	GRB14	ENSG00000115290	2	q24.3	2580	0.440551480386025
9024	BRSK2	ENSG00000174672	11	p15.5	6496	0.619230437091935
79674	VEPH1	ENSG00000197415	3	q25.32	5099	0.440464950605488
3223	HOXC6	ENSG00000197757	12	q13.13	2238	0.517282433481972
6579	SLCO1A2	ENSG00000084453	12	p12.1	8867	0.384481517527637
29882	ANAPC2	ENSG00000176248	9	q34.3	3508	0.633681795986879
27336	HTATSF1	ENSG00000102241	X	q26.3	3133	0.473925323095245
10379	IRF9	ENSG00000213928	14	q12	2371	0.561221365137445
161	AP2A2	ENSG00000183020	11	p15.5	6138	0.552263604104513
644242	LINC00622	ENSG00000260941	1	p12	1590	0.376729559748428
356	FASLG	ENSG00000117560	1	q24.3	1859	0.500860279671679
10163	WASF2	ENSG00000158195	1	p36.11	5671	0.526122185374341
23636	NUP62	ENSG00000213024	19	q13.33	5096	0.568193691990827
401190	RGS7BP	ENSG00000186479	5	q12.3	4703	0.457978092553432
92691	TMEM169	ENSG00000163449	2	q35	3461	0.610278477475894
1746	DLX2	ENSG00000115844	2	q31.1	2621	0.601589454030698
79095	C9orf16	ENSG00000171159	9	q34.11	1435	0.644819162199637
441294	CTAGE15	ENSG00000271079	7	q35	2587	0.412833397758021
221443	OARD1	ENSG00000124596	6	p21.1	2292	0.45990503898028
3654	3654	ENSG00000184216	X	q28	3649	0.63698864545545
100313781	100313781	ENSG00000184216	X	q28	70	0.857142857142857
26737	OR1L1	ENSG00000173679	9	q33.2	933	0.437299035369775
79572	ATP13A3	ENSG00000133657	3	q29	9183	0.395301382146311
30836	DNTTIP2	ENSG00000067334	1	p22.1	2722	0.412309481694018
92421	CHMP4C	ENSG00000164695	8	q21.13	1845	0.469028749109511
80185	TTI2	ENSG00000129696	8	p12	3806	0.486311700124274
389337	ARHGEF37	ENSG00000183111	5	q32	4865	0.580380528903361
84727	84727	ENSG00000111671	12	p13.31	1287	0.662859362859363
150677	OTOS	ENSG00000178602	2	q37.3	566	0.65299747076971
5892	RAD51D	ENSG00000185379	17	q12	3075	0.560649721768108
2766	GMPR	ENSG00000137198	6	p22.3	1515	0.547571993161594
54831	BEST2	ENSG00000039987	19	p13.13	1910	0.573073482747751
59352	LGR6	ENSG00000133067	1	q32.1	4001	0.584921165300373
284344	CEACAMP10	ENSG00000241104	19	q13.31	1721	0.459452647051023
5893	RAD52	ENSG00000002016	12	p13.33	3554	0.539549994587481
23194	FBXL7	ENSG00000183580	5	p15.1	4562	0.603261504757175
8355	HIST1H3G	ENSG00000273983	6	p22.2	467	0.591006423982869
83889	WDR87	ENSG00000171804	19	q13.13	9064	0.506289279764326
9990	SLC12A6	ENSG00000140199	15	q14	8414	0.47978676923815
53343	NUDT9	ENSG00000170502	4	q22.1	2816	0.462233304421577
245711	SPDYA	ENSG00000163806	2	p23.2	2963	0.415949783732174
124925	SEZ6	ENSG00000063015	17	q11.2	4312	0.606020861198786
139324	HDX	ENSG00000165259	X	q21.1	6335	0.402525803248254
83478	ARHGAP24	ENSG00000138639	4	q21.23	6367	0.461079286945003
341880	SLC35F4	ENSG00000151812	14	q23.1	3073	0.451580819661458
57677	ZFP14	ENSG00000142065	19	q13.12	7496	0.473096307489622
23513	23513	ENSG00000180900	8	q24.3	5290	0.657174612040232
100126338	100126338	ENSG00000180900	8	q24.3	86	0.697674418604651
51374	ATRAID	ENSG00000138085	2	p23.3	1398	0.510645840397603
122046	TEX26	ENSG00000175664	13	q12.3	998	0.441019482401751
64220	STRA6	ENSG00000137868	15	q24.1	6336	0.599092371925439
3083	HGFAC	ENSG00000109758	4	p16.3	2059	0.6592770221053
23521	RPL13A	ENSG00000142541	19	q13.33	1180	0.567948065349031
56052	ALG1	ENSG00000033011	16	p13.3	5323	0.552678026840955
222865	TMEM130	ENSG00000166448	7	q22.1	3155	0.590452861459265
6555	SLC10A2	ENSG00000125255	13	q33.1	3779	0.44948085905725
4336	MOBP	ENSG00000168314	3	p22.1	10758	0.450651786133759
9100	USP10	ENSG00000103194	16	q24.1	3499	0.472113030352618
256329	LMNTD2	ENSG00000185522	11	p15.5	2098	0.679209322751445
5716	PSMD10	ENSG00000101843	X	q22.3	2215	0.439237584933689
83786	FRMD8	ENSG00000126391	11	q13.1	3751	0.653644616794281
84059	ADGRV1	ENSG00000164199	5	q14.3	20317	0.425733427046934
3452	IFNA21	ENSG00000137080	9	p21.3	1024	0.3935546875
10687	PNMA2	ENSG00000240694	8	p21.2	4846	0.567427535331959
2625	GATA3	ENSG00000107485	10	p14	3070	0.575585046289827
5349	5349	ENSG00000089356	19	q13.12	2326	0.572339967170551
5927	KDM5A	ENSG00000073614	12	p13.33	10932	0.45450067078549
814	CAMK4	ENSG00000152495	5	q22.1	3078	0.456130609509225
79675	FASTKD1	ENSG00000138399	2	q31.1	3004	0.389141102521644
388564	TMEM238	ENSG00000233493	19	q13.42	662	0.685918575368749
5900	RALGDS	ENSG00000160271	9	q34.2	7040	0.612595919266946
56259	CTNNBL1	ENSG00000132792	20	q11.23	3830	0.491375982499754
93081	TEX30	ENSG00000151287	13	q33.1	1804	0.437895002032323
152185	SPICE1	ENSG00000163611	3	q13.2	10727	0.44730708247677
121457	IKBIP	ENSG00000166130	12	q23.1	4099	0.419191198108296
55681	SCYL2	ENSG00000136021	12	q23.1	4024	0.395190734985067
1244	ABCC2	ENSG00000023839	10	q24.2	5051	0.46436133539543
285533	RNF175	ENSG00000145428	4	q31.3	4015	0.465486775894798
221301	FAM26D	ENSG00000164451	6	q22.1	1491	0.457478479415545
3996	LLGL1	ENSG00000131899	17	p11.2	4224	0.619680193293131
56674	TMEM9B	ENSG00000175348	11	p15.4	1798	0.506541497005633
93594	TBC1D31	ENSG00000156787	8	q24.13	5537	0.398734404375014
57181	SLC39A10	ENSG00000196950	2	q32.3	5525	0.435999410091212
3708	ITPR1	ENSG00000150995	3	p26.1	10820	0.489140910989217
79947	DHDDS	ENSG00000117682	1	p36.11	3351	0.534914886615853
7746	ZSCAN9	ENSG00000137185	6	p22.1	1835	0.517806735741827
51136	RNFT1	ENSG00000189050	17	q23.1	2914	0.393154621727567
100506840	100506840	ENSG00000224792	3	p21.2	967	0.482427863109268
635	BHMT	ENSG00000145692	5	q14.1	2500	0.511100997699655
1846	DUSP4	ENSG00000120875	8	p12	7341	0.571005858366544
84924	ZNF566	ENSG00000186017	19	q13.12	5288	0.51784850289253
3066	HDAC2	ENSG00000196591	6	q21	6929	0.43107182012556
3895	KTN1	ENSG00000126777	14	q22.3	7150	0.39002434848079
5322	PLA2G5	ENSG00000127472	1	p36.13	2840	0.514372520790994
5651	TMPRSS15	ENSG00000154646	21	q21.1	3944	0.401423822174039
79768	KATNBL1	ENSG00000134152	15	q14	4022	0.407344592182562
92017	SNX29	ENSG00000048471	16	p13.13	9276	0.540917391730877
6652	SORD	ENSG00000140263	15	q21.1	3722	0.548978151460304
55506	H2AFY2	ENSG00000099284	10	q22.1	2179	0.541018080958152
84643	KIF2B	ENSG00000141200	17	q22	2335	0.514346895074946
25979	DHRS7B	ENSG00000109016	17	p11.2	2406	0.542314872888102
493900	TMEM9B-AS1	ENSG00000254860	11	p15.4	1053	0.505259086277044
2781	GNAZ	ENSG00000128266	22	q11.22	3208	0.656212656379976
641364	SLC7A11-AS1	ENSG00000250033	4	q28.3	4654	0.429712270051567
2041	EPHA1	ENSG00000146904	7	q35	3363	0.594881948115836
79735	79735	ENSG00000104946	19	q13.33	2664	0.607475461124409
100616314	100616314	ENSG00000104946	19	q13.33	56	0.75
58524	DMRT3	ENSG00000064218	9	p24.3	2180	0.607642522187342
8808	IL1RL2	ENSG00000115598	2	q12.1	1964	0.467541308314124
3645	INSRR	ENSG00000027644	1	q23.1	4692	0.59471791039082
7145	TNS1	ENSG00000079308	2	q35	13044	0.568975396751686
401115	C4orf48	ENSG00000243449	4	p16.3	540	0.727317175947014
440956	IQCF6	ENSG00000214686	3	p21.2	446	0.559010054137664
285349	ZNF660	ENSG00000144792	3	p21.31	2205	0.464327133126425
341567	H1FNT	ENSG00000187166	12	q13.11	1300	0.606923076923077
55023	PHIP	ENSG00000146247	6	q14.1	12027	0.434305674881488
3676	ITGA4	ENSG00000115232	2	q31.3	6627	0.406206889987622
22986	SORCS3	ENSG00000156395	10	q25.1	6178	0.501196539067594
9582	APOBEC3B	ENSG00000179750	22	q13.1	1538	0.498227001737179
51188	SS18L2	ENSG00000008324	3	p22.1	815	0.514406799841206
9970	NR1I3	ENSG00000143257	1	q23.3	2142	0.539690541355094
162655	ZNF519	ENSG00000175322	18	p11.21	8875	0.452571213928683
8045	RASSF7	ENSG00000099849	11	p15.5	1757	0.701926152358668
653781	POTEJ	ENSG00000222038	2	q21.1	3277	0.411883522826649
3064	HTT	ENSG00000197386	4	p16.3	13475	0.511859360726799
374654	KIF7	ENSG00000166813	15	q26.1	4661	0.640530034073452
11179	ZNF277	ENSG00000198839	7	q31.1	4812	0.400353138368078
6328	SCN3A	ENSG00000153253	2	q24.3	9486	0.41517982310108
171483	FAM9B	ENSG00000177138	X	p22.31	1383	0.40369637101183
11155	LDB3	ENSG00000122367	10	q23.2	6775	0.58738392502203
515	ATP5F1	ENSG00000116459	1	p13.2	2211	0.50063539202375
389161	ANKUB1	ENSG00000206199	3	q25.1	4358	0.404081405662037
55146	ZDHHC4	ENSG00000136247	7	p22.1	1618	0.500351769852288
100506035	LINC00989	ENSG00000250334	4	q21.21	2054	0.420312202149955
83440	ADPGK	ENSG00000159322	15	q24.1	3019	0.51418578479984
2140	EYA3	ENSG00000158161	1	p35.3	6263	0.446699256678754
388581	FAM132A	ENSG00000184163	1	p36.33	1043	0.677034878775886
84935	MEDAG	ENSG00000102802	13	q12.3	2390	0.475743689419511
285224	DNAJB8-AS1	ENSG00000242049	3	q21.3	1798	0.563186260127016
221656	KDM1B	ENSG00000165097	6	p22.3	5564	0.491309293804642
201456	FBXO15	ENSG00000141665	18	q22.3	4552	0.470020195425182
1728	NQO1	ENSG00000181019	16	q22.1	2591	0.513599628422496
64591	TSPY2	ENSG00000168757	Y	p11.2	1171	0.50597136405405
51616	TAF9B	ENSG00000187325	X	q21.1	2689	0.44675745360415
55336	FBXL8	ENSG00000135722	16	q22.1	1599	0.692906516203986
5230	PGK1	ENSG00000102144	X	q21.1	2733	0.492685676764386
286676	ILDR1	ENSG00000145103	3	q13.33	3028	0.570302419987241
29929	ALG6	ENSG00000088035	1	p31.3	3371	0.396474828558846
8665	EIF3F	ENSG00000175390	11	p15.4	1679	0.497146816671908
1650	DDOST	ENSG00000244038	1	p36.12	2126	0.540228244481611
1889	ECE1	ENSG00000117298	1	p36.12	6190	0.582137345980456
1917	EEF1A2	ENSG00000101210	20	q13.33	2007	0.653806375803694
387597	ILDR2	ENSG00000143195	1	q24.1	8127	0.548385748212718
267020	ATP5L2	ENSG00000249222	22	q13.2	799	0.450563204005006
9639	ARHGEF10	ENSG00000104728	8	p23.3	9921	0.526962891280915
26574	AATF	ENSG00000275700	17	q12	2141	0.505350997282583
440077	440077	ENSG00000196946	12	p13.31	3438	0.428239674107002
7164	TPD52L1	ENSG00000111907	6	q22.31	3427	0.506960476260737
27143	PALD1	ENSG00000107719	10	q22.1	4569	0.627522056073442
5738	PTGFRN	ENSG00000134247	1	p13.1	6160	0.567751851205159
84901	84901	ENSG00000176953	16	p11.2	4519	0.544424575698318
100616487	100616487	ENSG00000176953	16	p11.2	79	0.481012658227848
284403	WDR62	ENSG00000075702	19	q13.12	8022	0.583707356387489
10746	MAP3K2	ENSG00000169967	2	q14.3	10870	0.403020014953496
79882	ZC3H14	ENSG00000100722	14	q31.3	5029	0.457074398686654
84897	TBRG1	ENSG00000154144	11	q24.2	5256	0.487324273588056
3284	HSD3B2	ENSG00000203859	1	p12	5933	0.465517662696787
6522	SLC4A2	ENSG00000164889	7	q36.1	5762	0.630053076200773
