hgnc_symbol	ensembl_gene_id	chromosome_name	feature	included
AKAP11	ENSG00000023516	13	AKAP11|11215	TRUE
AKAP12	ENSG00000131016	6	AKAP12|9590	TRUE
11214	ENSG00000170776	15	AKAP13|11214	TRUE
AKAP14	ENSG00000186471	X	AKAP14|158798	FALSE
AKAP1	ENSG00000121057	17	AKAP1|8165	TRUE
AKAP2	ENSG00000241978	9	AKAP2|11217	TRUE
AKAP3	ENSG00000111254	12	AKAP3|10566	FALSE
AKAP4	ENSG00000147081	X	AKAP4|8852	FALSE
AKAP5	ENSG00000179841	14	AKAP5|9495	TRUE
AKAP6	ENSG00000151320	14	AKAP6|9472	TRUE
AKAP7	ENSG00000118507	6	AKAP7|9465	TRUE
AKAP8L	ENSG00000011243	19	AKAP8L|26993	TRUE
AKAP8	ENSG00000105127	19	AKAP8|10270	TRUE
AKAP9	ENSG00000127914	7	AKAP9|10142	TRUE
AK9	ENSG00000155085	6	AKD1|221264	TRUE
AKIRIN1	ENSG00000174574	1	AKIRIN1|79647	TRUE
AKIRIN2	ENSG00000135334	6	AKIRIN2|55122	TRUE
AKNAD1	ENSG00000162641	1	AKNAD1|254268	FALSE
AKNA	ENSG00000106948	9	AKNA|80709	TRUE
AKR1A1	ENSG00000117448	1	AKR1A1|10327	TRUE
AKR1B10	ENSG00000198074	7	AKR1B10|57016	FALSE
AKR1B15	ENSG00000227471	7	AKR1B15|441282	FALSE
AKR1B1	ENSG00000085662	7	AKR1B1|231	TRUE
AKR1C1	ENSG00000187134	10	AKR1C1|1645	TRUE
AKR1C2	ENSG00000151632	10	AKR1C2|1646	FALSE
AKR1C3	ENSG00000196139	10	AKR1C3|8644	TRUE
AKR1C4	ENSG00000198610	10	AKR1C4|1109	FALSE
AKR1C8P	ENSG00000264006	10	AKR1CL1|340811	FALSE
AKR1D1	ENSG00000122787	7	AKR1D1|6718	FALSE
AKR1E2	ENSG00000165568	10	AKR1E2|83592	FALSE
AKR7A2	ENSG00000053371	1	AKR7A2|8574	TRUE
AKR7A3	ENSG00000162482	1	AKR7A3|22977	FALSE
AKT1S1	ENSG00000204673	19	AKT1S1|84335	TRUE
AKT1	ENSG00000142208	14	AKT1|207	TRUE
AKT2	ENSG00000105221	19	AKT2|208	TRUE
AKT3	ENSG00000117020	1	AKT3|10000	TRUE
AKTIP	ENSG00000166971	16	AKTIP|64400	TRUE
ALAD	ENSG00000148218	9	ALAD|210	TRUE
ALAS1	ENSG00000023330	3	ALAS1|211	TRUE
ALAS2	ENSG00000158578	X	ALAS2|212	FALSE
ALB	ENSG00000163631	4	ALB|213	FALSE
ALCAM	ENSG00000170017	3	ALCAM|214	TRUE
ALDH16A1	ENSG00000161618	19	ALDH16A1|126133	TRUE
ALDH18A1	ENSG00000059573	10	ALDH18A1|5832	TRUE
ALDH1A1	ENSG00000165092	9	ALDH1A1|216	TRUE
ALDH1A2	ENSG00000128918	15	ALDH1A2|8854	FALSE
ALDH1A3	ENSG00000184254	15	ALDH1A3|220	FALSE
ALDH1B1	ENSG00000137124	9	ALDH1B1|219	TRUE
ALDH1L1	ENSG00000144908	3	ALDH1L1|10840	TRUE
ALDH1L2	ENSG00000136010	12	ALDH1L2|160428	TRUE
ALDH2	ENSG00000111275	12	ALDH2|217	TRUE
ALDH3A1	ENSG00000108602	17	ALDH3A1|218	FALSE
ALDH3A2	ENSG00000072210	17	ALDH3A2|224	TRUE
ALDH3B1	ENSG00000006534	11	ALDH3B1|221	FALSE
ALDH3B2	ENSG00000132746	11	ALDH3B2|222	FALSE
ALDH4A1	ENSG00000159423	1	ALDH4A1|8659	TRUE
ALDH5A1	ENSG00000112294	6	ALDH5A1|7915	TRUE
ALDH6A1	ENSG00000119711	14	ALDH6A1|4329	TRUE
ALDH7A1	ENSG00000164904	5	ALDH7A1|501	TRUE
ALDH8A1	ENSG00000118514	6	ALDH8A1|64577	FALSE
ALDH9A1	ENSG00000143149	1	ALDH9A1|223	TRUE
ALDOA	ENSG00000149925	16	ALDOA|226	FALSE
ALDOB	ENSG00000136872	9	ALDOB|229	FALSE
ALDOC	ENSG00000109107	17	ALDOC|230	TRUE
ALG10B	ENSG00000175548	12	ALG10B|144245	TRUE
ALG10	ENSG00000139133	12	ALG10|84920	FALSE
ALG11	ENSG00000253710	13	ALG11|440138	FALSE
ALG12	ENSG00000182858	22	ALG12|79087	FALSE
ALG13	ENSG00000101901	X	ALG13|79868	TRUE
ALG14	ENSG00000172339	1	ALG14|199857	FALSE
ALG1L2	ENSG00000251287	3	ALG1L2|644974	FALSE
ALG1L	ENSG00000189366	3	ALG1L|200810	FALSE
ALG1	ENSG00000033011	16	ALG1|56052	TRUE
ALG2	ENSG00000119523	9	ALG2|85365	TRUE
ALG3	ENSG00000214160	3	ALG3|10195	TRUE
ALG5	ENSG00000120697	13	ALG5|29880	TRUE
ALG6	ENSG00000088035	1	ALG6|29929	TRUE
ALG8	ENSG00000159063	11	ALG8|79053	TRUE
ALG9	ENSG00000086848	11	ALG9|79796	TRUE
ALKBH1	ENSG00000100601	14	ALKBH1|8846	FALSE
ALKBH2	ENSG00000189046	12	ALKBH2|121642	TRUE
ALKBH3	ENSG00000166199	11	ALKBH3|221120	FALSE
ALKBH4	ENSG00000160993	7	ALKBH4|54784	TRUE
ALKBH5	ENSG00000091542	17	ALKBH5|54890	TRUE
ALKBH6	ENSG00000239382	19	ALKBH6|84964	FALSE
ALKBH7	ENSG00000125652	19	ALKBH7|84266	TRUE
ALKBH8	ENSG00000137760	11	ALKBH8|91801	FALSE
ALK	ENSG00000171094	2	ALK|238	TRUE
ALLC	ENSG00000151360	2	ALLC|55821	FALSE
ALMS1P1	ENSG00000163016	2	ALMS1P|200420	FALSE
ALMS1	ENSG00000116127	2	ALMS1|7840	TRUE
ALOX12B	ENSG00000179477	17	ALOX12B|242	FALSE
ALOX12P2	ENSG00000262943	17	ALOX12P2|245	FALSE
ALOX12	ENSG00000108839	17	ALOX12|239	FALSE
ALOX15B	ENSG00000179593	17	ALOX15B|247	FALSE
ALOX15	ENSG00000161905	17	ALOX15|246	FALSE
ALOX5AP	ENSG00000132965	13	ALOX5AP|241	TRUE
ALOX5	ENSG00000012779	10	ALOX5|240	TRUE
ALOXE3	ENSG00000179148	17	ALOXE3|59344	FALSE
ALPI	ENSG00000163295	2	ALPI|248	FALSE
ALPK1	ENSG00000073331	4	ALPK1|80216	FALSE
ALPK2	ENSG00000198796	18	ALPK2|115701	FALSE
ALPK3	ENSG00000136383	15	ALPK3|57538	TRUE
ALPL	ENSG00000162551	1	ALPL|249	TRUE
ALPPL2	ENSG00000163286	2	ALPPL2|251	FALSE
ALPP	ENSG00000163283	2	ALPP|250	FALSE
ALS2CL	ENSG00000178038	3	ALS2CL|259173	FALSE
ALS2CR11	ENSG00000155754	2	ALS2CR11|151254	FALSE
ALS2CR12	ENSG00000155749	2	ALS2CR12|130540	FALSE
TMEM237	ENSG00000155755	2	ALS2CR4|65062	TRUE
CARF	ENSG00000138380	2	ALS2CR8|79800	FALSE
ALS2	ENSG00000003393	2	ALS2|57679	TRUE
ALX1	ENSG00000180318	12	ALX1|8092	FALSE
ALX3	ENSG00000156150	1	ALX3|257	FALSE
ALX4	ENSG00000052850	11	ALX4|60529	FALSE
SLC35G5	ENSG00000177710	8	AMAC1L2|83650	FALSE
SLC35G6	ENSG00000259224	17	AMAC1L3|643664	FALSE
SLC35G3	ENSG00000164729	17	AMAC1|146861	FALSE
AMACR	ENSG00000242110	5	AMACR|23600	TRUE
AMBN	ENSG00000178522	4	AMBN|258	FALSE
AMBP	ENSG00000106927	9	AMBP|259	FALSE
AMBRA1	ENSG00000110497	11	AMBRA1|55626	TRUE
AMD1	ENSG00000123505	6	AMD1|262	TRUE
AMDHD1	ENSG00000139344	12	AMDHD1|144193	FALSE
AMDHD2	ENSG00000162066	16	AMDHD2|51005	FALSE
AMELX	ENSG00000125363	X	AMELX|265	FALSE
AMELY	ENSG00000099721	Y	AMELY|266	FALSE
AMFR	ENSG00000159461	16	AMFR|267	TRUE
AMHR2	ENSG00000135409	12	AMHR2|269	FALSE
268	ENSG00000104899	19	AMH|268	FALSE
JAML	ENSG00000160593	11	AMICA1|120425	FALSE
AMIGO1	ENSG00000181754	1	AMIGO1|57463	TRUE
AMIGO2	ENSG00000139211	12	AMIGO2|347902	FALSE
AMIGO3	ENSG00000176020	3	AMIGO3|386724	FALSE
AMMECR1L	ENSG00000144233	2	AMMECR1L|83607	TRUE
AMMECR1	ENSG00000101935	X	AMMECR1|9949	FALSE
AMN1	ENSG00000151743	12	AMN1|196394	TRUE
AMN	ENSG00000166126	14	AMN|81693	FALSE
AMOTL1	ENSG00000166025	11	AMOTL1|154810	TRUE
AMOTL2	ENSG00000114019	3	AMOTL2|51421	TRUE
154796	ENSG00000126016	X	AMOT|154796	TRUE
AMPD1	ENSG00000116748	1	AMPD1|270	FALSE
AMPD2	ENSG00000116337	1	AMPD2|271	TRUE
AMPD3	ENSG00000133805	11	AMPD3|272	TRUE
AMPH	ENSG00000078053	7	AMPH|273	TRUE
AMTN	ENSG00000187689	4	AMTN|401138	FALSE
AMT	ENSG00000145020	3	AMT|275	TRUE
AMY2A	ENSG00000243480	1	AMY2A|279	FALSE
AMY2B	ENSG00000240038	1	AMY2B|280	TRUE
AMZ1	ENSG00000174945	7	AMZ1|155185	TRUE
AMZ2P1	ENSG00000214174	17	AMZ2P1|201283	TRUE
AMZ2	ENSG00000196704	17	AMZ2|51321	TRUE
ANAPC10	ENSG00000164162	4	ANAPC10|10393	FALSE
ANAPC11	ENSG00000141552	17	ANAPC11|51529	TRUE
ANAPC13	ENSG00000129055	3	ANAPC13|25847	TRUE
ANAPC16	ENSG00000166295	10	ANAPC16|119504	TRUE
ANAPC1	ENSG00000153107	2	ANAPC1|64682	TRUE
ANAPC2	ENSG00000176248	9	ANAPC2|29882	TRUE
ANAPC4	ENSG00000053900	4	ANAPC4|29945	TRUE
ANAPC5	ENSG00000089053	12	ANAPC5|51433	TRUE
ANAPC7	ENSG00000196510	12	ANAPC7|51434	TRUE
ANGEL1	ENSG00000013523	14	ANGEL1|23357	TRUE
ANGEL2	ENSG00000174606	1	ANGEL2|90806	TRUE
ANGPT1	ENSG00000154188	8	ANGPT1|284	TRUE
ANGPT2	ENSG00000091879	8	ANGPT2|285	TRUE
ANGPT4	ENSG00000101280	20	ANGPT4|51378	FALSE
ANGPTL1	ENSG00000116194	1	ANGPTL1|9068	TRUE
ANGPTL2	ENSG00000136859	9	ANGPTL2|23452	TRUE
ANGPTL3	ENSG00000132855	1	ANGPTL3|27329	FALSE
ANGPTL4	ENSG00000167772	19	ANGPTL4|51129	TRUE
ANGPTL5	ENSG00000187151	11	ANGPTL5|253935	FALSE
ANGPTL6	ENSG00000130812	19	ANGPTL6|83854	FALSE
ANGPTL7	ENSG00000171819	1	ANGPTL7|10218	FALSE
ANG	ENSG00000214274	14	ANG|283	FALSE
ANK1	ENSG00000029534	8	ANK1|286	TRUE
ANK2	ENSG00000145362	4	ANK2|287	TRUE
ANK3	ENSG00000151150	10	ANK3|288	TRUE
ANKAR	ENSG00000151687	2	ANKAR|150709	FALSE
ANKDD1A	ENSG00000166839	15	ANKDD1A|348094	FALSE
ANKFN1	ENSG00000153930	17	ANKFN1|162282	FALSE
ANKFY1	ENSG00000185722	17	ANKFY1|51479	TRUE
ANKHD1-EIF4EBP3	ENSG00000254996	5	ANKHD1-EIF4EBP3|404734	TRUE
ANKHD1	ENSG00000131503	5	ANKHD1|54882	TRUE
ANKH	ENSG00000154122	5	ANKH|56172	TRUE
ANKIB1	ENSG00000001629	7	ANKIB1|54467	TRUE
ANKK1	ENSG00000170209	11	ANKK1|255239	FALSE
ANKLE1	ENSG00000160117	19	ANKLE1|126549	FALSE
ANKLE2	ENSG00000176915	12	ANKLE2|23141	TRUE
ANKMY1	ENSG00000144504	2	ANKMY1|51281	FALSE
ANKMY2	ENSG00000106524	7	ANKMY2|57037	TRUE
ANKRA2	ENSG00000164331	5	ANKRA2|57763	TRUE
ANKRD10	ENSG00000088448	13	ANKRD10|55608	TRUE
ANKRD11	ENSG00000167522	16	ANKRD11|29123	TRUE
ANKRD12	ENSG00000101745	18	ANKRD12|23253	TRUE
ANKRD13A	ENSG00000076513	12	ANKRD13A|88455	TRUE
ANKRD13B	ENSG00000198720	17	ANKRD13B|124930	TRUE
ANKRD13C	ENSG00000118454	1	ANKRD13C|81573	TRUE
ANKRD13D	ENSG00000172932	11	ANKRD13D|338692	TRUE
ANKRD16	ENSG00000134461	10	ANKRD16|54522	FALSE
ANKRD17	ENSG00000132466	4	ANKRD17|26057	TRUE
ANKRD1	ENSG00000148677	10	ANKRD1|27063	FALSE
ANKRD20A4	ENSG00000172014	9	ANKRD20A4|728747	FALSE
ANKRD22	ENSG00000152766	10	ANKRD22|118932	TRUE
ANKRD23	ENSG00000163126	2	ANKRD23|200539	FALSE
ANKRD24	ENSG00000089847	19	ANKRD24|170961	TRUE
ANKRD26	ENSG00000107890	10	ANKRD26|22852	TRUE
ANKRD27	ENSG00000105186	19	ANKRD27|84079	TRUE
ANKRD28	ENSG00000206560	3	ANKRD28|23243	TRUE
ANKRD29	ENSG00000154065	18	ANKRD29|147463	FALSE
ANKRD2	ENSG00000165887	10	ANKRD2|26287	FALSE
ANKRD30A	ENSG00000148513	10	ANKRD30A|91074	FALSE
ANKRD30B	ENSG00000180777	18	ANKRD30B|374860	FALSE
ANKRD31	ENSG00000145700	5	ANKRD31|256006	FALSE
SLF1	ENSG00000133302	5	ANKRD32|84250	FALSE
ANKRD33	ENSG00000167612	12	ANKRD33|341405	FALSE
ANKRD34A	ENSG00000272031	1	ANKRD34A|284615	TRUE
ANKRD34B	ENSG00000189127	5	ANKRD34B|340120	FALSE
ANKRD34C	ENSG00000235711	15	ANKRD34C|390616	FALSE
ANKRD35	ENSG00000198483	1	ANKRD35|148741	TRUE
ANKRD36BP1	ENSG00000214262	1	ANKRD36BP1|84832	FALSE
ANKRD36B	ENSG00000196912	2	ANKRD36B|57730	FALSE
ANKRD36	ENSG00000135976	2	ANKRD36|375248	TRUE
ANKRD37	ENSG00000186352	4	ANKRD37|353322	FALSE
ANKRD39	ENSG00000213337	2	ANKRD39|51239	FALSE
ANKRD40	ENSG00000154945	17	ANKRD40|91369	TRUE
ANKRD42	ENSG00000137494	11	ANKRD42|338699	FALSE
SOWAHA	ENSG00000198944	5	ANKRD43|134548	TRUE
ANKRD45	ENSG00000183831	1	ANKRD45|339416	FALSE
ANKRD46	ENSG00000186106	8	ANKRD46|157567	TRUE
ANKRD49	ENSG00000168876	11	ANKRD49|54851	FALSE
ANKRD50	ENSG00000151458	4	ANKRD50|57182	TRUE
ANKRD52	ENSG00000139645	12	ANKRD52|283373	TRUE
ANKRD53	ENSG00000144031	2	ANKRD53|79998	FALSE
129138	ENSG00000100124	22	ANKRD54|129138	TRUE
ANKRD55	ENSG00000164512	5	ANKRD55|79722	FALSE
SOWAHB	ENSG00000186212	4	ANKRD56|345079	FALSE
SOWAHC	ENSG00000198142	2	ANKRD57|65124	TRUE
SOWAHD	ENSG00000187808	X	ANKRD58|347454	FALSE
ANKEF1	ENSG00000132623	20	ANKRD5|63926	FALSE
ANKRD6	ENSG00000135299	6	ANKRD6|22881	TRUE
ANKRD7	ENSG00000106013	7	ANKRD7|56311	FALSE
ANKRD9	ENSG00000156381	14	ANKRD9|122416	FALSE
ANKS1A	ENSG00000064999	6	ANKS1A|23294	TRUE
ANKS1B	ENSG00000185046	12	ANKS1B|56899	TRUE
ANKS3	ENSG00000168096	16	ANKS3|124401	TRUE
ANKS4B	ENSG00000175311	16	ANKS4B|257629	FALSE
ANKS6	ENSG00000165138	9	ANKS6|203286	TRUE
ANKZF1	ENSG00000163516	2	ANKZF1|55139	TRUE
ANLN	ENSG00000011426	7	ANLN|54443	TRUE
ANO10	ENSG00000160746	3	ANO10|55129	TRUE
ANO1	ENSG00000131620	11	ANO1|55107	FALSE
ANO2	ENSG00000047617	12	ANO2|57101	FALSE
ANO3	ENSG00000134343	11	ANO3|63982	TRUE
ANO4	ENSG00000151572	12	ANO4|121601	FALSE
ANO5	ENSG00000171714	11	ANO5|203859	TRUE
ANO6	ENSG00000177119	12	ANO6|196527	TRUE
ANO7	ENSG00000146205	2	ANO7|50636	FALSE
ANO8	ENSG00000074855	19	ANO8|57719	TRUE
ANO9	ENSG00000185101	11	ANO9|338440	FALSE
ANP32A	ENSG00000140350	15	ANP32A|8125	TRUE
ANP32B	ENSG00000136938	9	ANP32B|10541	TRUE
ANP32D	ENSG00000139223	12	ANP32D|23519	FALSE
ANP32E	ENSG00000143401	1	ANP32E|81611	TRUE
ANPEP	ENSG00000166825	15	ANPEP|290	FALSE
ANTXR1	ENSG00000169604	2	ANTXR1|84168	TRUE
ANTXR2	ENSG00000163297	4	ANTXR2|118429	TRUE
ZFAND4	ENSG00000172671	10	ANUBL1|93550	FALSE
ANXA10	ENSG00000109511	4	ANXA10|11199	FALSE
ANXA11	ENSG00000122359	10	ANXA11|311	TRUE
ANXA13	ENSG00000104537	8	ANXA13|312	FALSE
ANXA1	ENSG00000135046	9	ANXA1|301	TRUE
ANXA2	ENSG00000182718	15	ANXA2|302	TRUE
ANXA3	ENSG00000138772	4	ANXA3|306	FALSE
ANXA4	ENSG00000196975	2	ANXA4|307	TRUE
ANXA5	ENSG00000164111	4	ANXA5|308	TRUE
ANXA6	ENSG00000197043	5	ANXA6|309	TRUE
ANXA7	ENSG00000138279	10	ANXA7|310	TRUE
ANXA9	ENSG00000143412	1	ANXA9|8416	FALSE
AOAH	ENSG00000136250	7	AOAH|313	TRUE
AOC2	ENSG00000131480	17	AOC2|314	FALSE
AOC3	ENSG00000131471	17	AOC3|8639	FALSE
AOX1	ENSG00000138356	2	AOX1|316	FALSE
AP1AR	ENSG00000138660	4	AP1AR|55435	TRUE
AP1B1	ENSG00000100280	22	AP1B1|162	TRUE
AP1G1	ENSG00000166747	16	AP1G1|164	TRUE
AP1G2	ENSG00000213983	14	AP1G2|8906	TRUE
AP1M1	ENSG00000072958	19	AP1M1|8907	TRUE
AP1M2	ENSG00000129354	19	AP1M2|10053	FALSE
AP1S1	ENSG00000106367	7	AP1S1|1174	TRUE
AP1S2	ENSG00000182287	X	AP1S2|8905	TRUE
AP1S3	ENSG00000152056	2	AP1S3|130340	FALSE
AP2A1	ENSG00000196961	19	AP2A1|160	TRUE
AP2A2	ENSG00000183020	11	AP2A2|161	TRUE
AP2B1	ENSG00000006125	17	AP2B1|163	FALSE
AP2M1	ENSG00000161203	3	AP2M1|1173	TRUE
AP2S1	ENSG00000042753	19	AP2S1|1175	TRUE
AP3B1	ENSG00000132842	5	AP3B1|8546	TRUE
AP3B2	ENSG00000103723	15	AP3B2|8120	TRUE
AP3D1	ENSG00000065000	19	AP3D1|8943	TRUE
AP3M1	ENSG00000185009	10	AP3M1|26985	TRUE
AP3M2	ENSG00000070718	8	AP3M2|10947	TRUE
AP3S1	ENSG00000177879	5	AP3S1|1176	TRUE
AP3S2	ENSG00000157823	15	AP3S2|10239	TRUE
AP4B1	ENSG00000134262	1	AP4B1|10717	TRUE
AP4E1	ENSG00000081014	15	AP4E1|23431	TRUE
AP4M1	ENSG00000221838	7	AP4M1|9179	TRUE
AP4S1	ENSG00000100478	14	AP4S1|11154	FALSE
APAF1	ENSG00000120868	12	APAF1|317	TRUE
APBA1	ENSG00000107282	9	APBA1|320	TRUE
APBA2	ENSG00000034053	15	APBA2|321	TRUE
APBA3	ENSG00000011132	19	APBA3|9546	FALSE
APBB1IP	ENSG00000077420	10	APBB1IP|54518	TRUE
APBB1	ENSG00000166313	11	APBB1|322	TRUE
APBB2	ENSG00000163697	4	APBB2|323	TRUE
10307	ENSG00000113108	5	APBB3|10307	TRUE
APC2	ENSG00000115266	19	APC2|10297	FALSE
APCDD1L	ENSG00000198768	20	APCDD1L|164284	FALSE
APCDD1	ENSG00000154856	18	APCDD1|147495	TRUE
APCS	ENSG00000132703	1	APCS|325	FALSE
APC	ENSG00000134982	5	APC|324	TRUE
APEH	ENSG00000164062	3	APEH|327	TRUE
APEX1	ENSG00000100823	14	APEX1|328	TRUE
APEX2	ENSG00000169188	X	APEX2|27301	FALSE
APH1A	ENSG00000117362	1	APH1A|51107	TRUE
APH1B	ENSG00000138613	15	APH1B|83464	TRUE
API5	ENSG00000166181	11	API5|8539	TRUE
APIP	ENSG00000149089	11	APIP|51074	TRUE
APITD1	ENSG00000175279	1	APITD1|378708	FALSE
200558	ENSG00000169621	2	APLF|200558	FALSE
APLNR	ENSG00000134817	11	APLNR|187	TRUE
APLN	ENSG00000171388	X	APLN|8862	TRUE
APLP1	ENSG00000105290	19	APLP1|333	TRUE
APLP2	ENSG00000084234	11	APLP2|334	FALSE
NAXE	ENSG00000163382	1	APOA1BP|128240	TRUE
APOA1	ENSG00000118137	11	APOA1|335	FALSE
APOA2	ENSG00000158874	1	APOA2|336	FALSE
APOA4	ENSG00000110244	11	APOA4|337	FALSE
APOA5	ENSG00000110243	11	APOA5|116519	FALSE
APOBR	ENSG00000184730	16	APOB48R|55911	TRUE
APOBEC1	ENSG00000111701	12	APOBEC1|339	FALSE
APOBEC2	ENSG00000124701	6	APOBEC2|10930	FALSE
200315	ENSG00000128383	22	APOBEC3A|200315	FALSE
APOBEC3B	ENSG00000179750	22	APOBEC3B|9582	FALSE
APOBEC3C	ENSG00000244509	22	APOBEC3C|27350	FALSE
APOBEC3D	ENSG00000243811	22	APOBEC3D|140564	FALSE
APOBEC3F	ENSG00000128394	22	APOBEC3F|200316	FALSE
APOBEC3G	ENSG00000239713	22	APOBEC3G|60489	FALSE
APOBEC3H	ENSG00000100298	22	APOBEC3H|164668	FALSE
APOBEC4	ENSG00000173627	1	APOBEC4|403314	FALSE
APOB	ENSG00000084674	2	APOB|338	FALSE
APOC1P1	ENSG00000214855	19	APOC1P1|342	FALSE
APOC1	ENSG00000130208	19	APOC1|341	TRUE
APOC4-APOC2	ENSG00000224916	19	APOC2|344	TRUE
APOC3	ENSG00000110245	11	APOC3|345	FALSE
APOD	ENSG00000189058	3	APOD|347	TRUE
APOE	ENSG00000130203	19	APOE|348	FALSE
APOF	ENSG00000175336	12	APOF|319	FALSE
APOH	ENSG00000091583	17	APOH|350	FALSE
APOL1	ENSG00000100342	22	APOL1|8542	TRUE
APOL2	ENSG00000128335	22	APOL2|23780	TRUE
APOL3	ENSG00000128284	22	APOL3|80833	TRUE
APOL4	ENSG00000100336	22	APOL4|80832	TRUE
APOL5	ENSG00000128313	22	APOL5|80831	FALSE
APOL6	ENSG00000221963	22	APOL6|80830	TRUE
APOLD1	ENSG00000178878	12	APOLD1|81575	TRUE
APOOL	ENSG00000155008	X	APOOL|139322	FALSE
APOO	ENSG00000184831	X	APOO|79135	TRUE
APPBP2	ENSG00000062725	17	APPBP2|10513	TRUE
APPL1	ENSG00000157500	3	APPL1|26060	TRUE
APPL2	ENSG00000136044	12	APPL2|55198	TRUE
APP	ENSG00000142192	21	APP|351	FALSE
APRT	ENSG00000198931	16	APRT|353	TRUE
APTX	ENSG00000137074	9	APTX|54840	TRUE
AQP10	ENSG00000143595	1	AQP10|89872	FALSE
AQP11	ENSG00000178301	11	AQP11|282679	FALSE
AQP12A	ENSG00000184945	2	AQP12A|375318	FALSE
AQP12B	ENSG00000185176	2	AQP12B|653437	FALSE
AQP1	ENSG00000240583	7	AQP1|358	TRUE
AQP2	ENSG00000167580	12	AQP2|359	FALSE
AQP3	ENSG00000165272	9	AQP3|360	FALSE
AQP4	ENSG00000171885	18	AQP4|361	TRUE
AQP5	ENSG00000161798	12	AQP5|362	FALSE
AQP6	ENSG00000086159	12	AQP6|363	FALSE
AQP7	ENSG00000165269	9	AQP7|364	FALSE
AQP8	ENSG00000103375	16	AQP8|343	FALSE
AQP9	ENSG00000103569	15	AQP9|366	FALSE
LVRN	ENSG00000172901	5	AQPEP|206338	FALSE
AQR	ENSG00000021776	15	AQR|9716	TRUE
ARAF	ENSG00000078061	X	ARAF|369	TRUE
ARAP1	ENSG00000186635	11	ARAP1|116985	TRUE
ARAP2	ENSG00000047365	4	ARAP2|116984	TRUE
ARAP3	ENSG00000120318	5	ARAP3|64411	TRUE
ARCN1	ENSG00000095139	11	ARCN1|372	TRUE
ARC	ENSG00000198576	8	ARC|23237	TRUE
AREG	ENSG00000109321	4	AREG|374	FALSE
375	ENSG00000143761	1	ARF1|375	FALSE
ARF3	ENSG00000134287	12	ARF3|377	TRUE
ARF4	ENSG00000168374	3	ARF4|378	TRUE
ARF5	ENSG00000004059	7	ARF5|381	TRUE
ARF6	ENSG00000165527	14	ARF6|382	TRUE
ARFGAP1	ENSG00000101199	20	ARFGAP1|55738	TRUE
ARFGAP2	ENSG00000149182	11	ARFGAP2|84364	TRUE
ARFGAP3	ENSG00000242247	22	ARFGAP3|26286	TRUE
ARFGEF1	ENSG00000066777	8	ARFGEF1|10565	TRUE
ARFGEF2	ENSG00000124198	20	ARFGEF2|10564	TRUE
ARFIP1	ENSG00000164144	4	ARFIP1|27236	TRUE
ARFIP2	ENSG00000132254	11	ARFIP2|23647	TRUE
ARFRP1	ENSG00000101246	20	ARFRP1|10139	TRUE
ARG1	ENSG00000118520	6	ARG1|383	FALSE
ARG2	ENSG00000081181	14	ARG2|384	FALSE
ARGFX	ENSG00000186103	3	ARGFX|503582	FALSE
ARGLU1	ENSG00000134884	13	ARGLU1|55082	TRUE
ARHGAP10	ENSG00000071205	4	ARHGAP10|79658	FALSE
ARHGAP11A	ENSG00000198826	15	ARHGAP11A|9824	TRUE
89839	ENSG00000187951	15	ARHGAP11B|89839	FALSE
ARHGAP12	ENSG00000165322	10	ARHGAP12|94134	TRUE
ARHGAP15	ENSG00000075884	2	ARHGAP15|55843	FALSE
ARHGAP17	ENSG00000140750	16	ARHGAP17|55114	TRUE
ARHGAP18	ENSG00000146376	6	ARHGAP18|93663	TRUE
ARHGAP19	ENSG00000213390	10	ARHGAP19|84986	TRUE
ARHGAP1	ENSG00000175220	11	ARHGAP1|392	TRUE
ARHGAP20	ENSG00000137727	11	ARHGAP20|57569	FALSE
ARHGAP21	ENSG00000107863	10	ARHGAP21|57584	TRUE
ARHGAP22	ENSG00000128805	10	ARHGAP22|58504	TRUE
ARHGAP23	ENSG00000275832	17	ARHGAP23|57636	TRUE
ARHGAP24	ENSG00000138639	4	ARHGAP24|83478	TRUE
ARHGAP25	ENSG00000163219	2	ARHGAP25|9938	TRUE
ARHGAP26	ENSG00000145819	5	ARHGAP26|23092	TRUE
ARHGAP28	ENSG00000088756	18	ARHGAP28|79822	FALSE
ARHGAP29	ENSG00000137962	1	ARHGAP29|9411	TRUE
ARHGAP30	ENSG00000186517	1	ARHGAP30|257106	TRUE
ARHGAP31	ENSG00000031081	3	ARHGAP31|57514	TRUE
ARHGAP32	ENSG00000134909	11	ARHGAP32|9743	TRUE
ARHGAP33	ENSG00000004777	19	ARHGAP33|115703	TRUE
ARHGAP36	ENSG00000147256	X	ARHGAP36|158763	TRUE
ARHGAP39	ENSG00000147799	8	ARHGAP39|80728	TRUE
ARHGAP42	ENSG00000165895	11	ARHGAP42|143872	TRUE
ARHGAP4	ENSG00000089820	X	ARHGAP4|393	TRUE
ARHGAP5	ENSG00000100852	14	ARHGAP5|394	TRUE
ARHGAP6	ENSG00000047648	X	ARHGAP6|395	TRUE
ARHGAP8	ENSG00000241484	22	ARHGAP8|23779	FALSE
ARHGAP9	ENSG00000123329	12	ARHGAP9|64333	FALSE
ARHGDIA	ENSG00000141522	17	ARHGDIA|396	FALSE
ARHGDIB	ENSG00000111348	12	ARHGDIB|397	TRUE
ARHGDIG	ENSG00000242173	16	ARHGDIG|398	TRUE
